,Infected,predicted_Infected
2021-08-12,252,279.10317460317464
2021-08-13,278,278.2877697841726
2021-08-14,307,294.2996742671009
2021-08-15,325,357.0646153846154
2021-08-16,378,338.75661375661366
2021-08-17,394,400.0659898477158
2021-08-18,417,406.2829736211031
2021-08-19,430,455.7906976744186
2021-08-20,470,465.6808510638297
2021-08-21,509,497.7013752455795
2021-08-22,539,528.8311688311687
2021-08-23,560,556.325
2021-08-24,578,559.0311418685121
2021-08-25,577,585.0121317157713
2021-08-26,584,556.2517123287671
2021-08-27,563,548.7317939609236
2021-08-28,529,536.3931947069943
2021-08-29,504,473.3710317460317
2021-08-30,451,472.709534368071
2021-08-31,423,412.6170212765958
2021-09-01,387,394.58139534883725
2021-09-02,361,337.6869806094183
2021-09-03,315,310.57460317460317
2021-09-04,271,282.4538745387453
2021-09-05,243,245.34979423868313
2021-09-06,220,215.38636363636365
2021-09-07,195,199.6923076923077
2021-09-08,177,187.28813559322035
2021-09-09,170,170.75294117647056
2021-09-10,164,154.45121951219514
2021-09-11,149,154.09395973154363
2021-09-12,140,140.48571428571427
2021-09-13,132,143.1818181818182
2021-09-14,135,128.0888888888889
2021-09-15,131,135.0
2021-09-16,131,130.0
2021-09-17,130,125.96153846153845
2021-09-18,125,128.96
2021-09-19,124,126.00806451612902
2021-09-20,125,125.98400000000001
2021-09-21,127,121.06299212598427
2021-09-22,123,112.54471544715449
2021-09-23,109,119.61467889908259
2021-09-24,106,118.25471698113206
2021-09-25,115,108.76521739130436
2021-09-26,118,119.87288135593222
2021-09-27,123,113.20325203252033
2021-09-28,118,121.95762711864406
2021-09-29,117,122.03418803418805
2021-09-30,121,117.0
2021-10-01,121,126.00000000000001
2021-10-02,126,120.03968253968253
2021-10-03,125,122.97600000000001
2021-10-04,122,122.95081967213115
2021-10-05,120,120.98333333333332
2021-10-06,119,120.0
2021-10-07,119,113.99999999999999
2021-10-08,114,130.48245614035085
2021-10-09,125,114.0
2021-10-10,125,123.99999999999999
2021-10-11,124,125.0
2021-10-12,124,130.0
2021-10-13,130,118.27692307692308
2021-10-14,124,131.0483870967742
2021-10-15,125,123.008
2021-10-16,124,125.0
2021-10-17,124,123.0
2021-10-18,123,123.99999999999999
2021-10-19,123,122.00000000000001
2021-10-20,122,119.97540983606555
2021-10-21,119,118.92436974789916
2021-10-22,116,95.4051724137931
2021-10-23,93,117.24731182795699
2021-10-24,94,95.96808510638297
2021-10-25,97,93.03092783505156
2021-10-26,96,92.95833333333333
2021-10-27,92,90.78260869565217
2021-10-28,87,85.65517241379311
2021-10-29,81,89.14814814814814
2021-10-30,83,77.09638554216868
2021-10-31,79,78.79746835443038
2021-11-01,75,75.84
2021-11-02,72,89.58333333333334
2021-11-03,86,81.20930232558139
2021-11-04,97,86.88659793814432
2021-11-05,98,97.98979591836736
2021-11-06,99,103.93939393939394
2021-11-07,105,103.71428571428572
2021-11-08,110,118.36363636363637
2021-11-09,124,113.54838709677419
2021-11-10,128,133.6875
2021-11-11,138,143.768115942029
2021-11-12,155,143.34193548387094
2021-11-13,161,167.51552795031054
2021-11-14,174,168.40229885057474
2021-11-15,182,213.19780219780222
2021-11-16,223,186.8968609865471
2021-11-17,229,233.7117903930131
2021-11-18,240,251.90000000000003
2021-11-19,264,257.2727272727273
2021-11-20,283,264.9328621908127
2021-11-21,284,283.9964788732394
2021-11-22,285,292.9684210526315
2021-11-23,294,295.66326530612247
2021-11-24,305,308.45901639344265
2021-11-25,320,315.484375
2021-11-26,331,331.6012084592145
2021-11-27,343,351.2653061224489
2021-11-28,364,375.0384615384616
2021-11-29,398,344.7939698492462
2021-11-30,377,402.2228116710874
2021-12-01,381,379.9685039370079
2021-12-02,384,370.0859375
2021-12-03,373,381.94101876675603
2021-12-04,371,375.01078167115907
2021-12-05,373,392.882037533512
2021-12-06,395,403.21772151898733
2021-12-07,427,421.8266978922716
2021-12-08,456,444.7916666666667
2021-12-09,475,470.40000000000003
2021-12-10,490,493.4183673469388
2021-12-11,509,487.1119842829076
2021-12-12,506,500.9525691699605
2021-12-13,498,523.273092369478
2021-12-14,515,503.80194174757287
2021-12-15,521,513.0230326295587
2021-12-16,519,536.0578034682081
2021-12-17,534,527.7471910112359
2021-12-18,543,538.9171270718233
2021-12-19,548,534.0821167883212
2021-12-20,539,512.4155844155844
2021-12-21,504,524.0277777777778
2021-12-22,490,472.1142857142857
2021-12-23,459,466.5141612200436
2021-12-24,437,426.4393592677346
2021-12-25,406,432.69458128078816
2021-12-26,402,385.80099502487565
2021-12-27,382,367.27225130890054
2021-12-28,349,382.0
2021-12-29,349,357.9438879627417
2021-12-30,341,341.9837574445004
2021-12-31,322,322.7805134304926
2022-01-01,315,300.7100692377163
2022-01-02,312,294.50949969999147
2022-01-03,310,282.5469032876528
2022-01-04,302,277.4135879320661
2022-01-05,308,258.6093208384333
2022-01-06,310,259.64637775164
2022-01-07,295,256.26541209992337
2022-01-08,289,260.33060105820294
2022-01-09,272,252.14076964671136
2022-01-10,269,254.12640005984832
